,files,keys,en,hi,id,ko,th,zh-Hant,Base,ja,vi,zh-Hans
66,Flabuless/Layouts/Common UI/Events.strings,"""Qv0-bi-jVl.text""","""RSVP"";","""उत्तराकांक्षी"";","""RSVP"";","""회신바람"";","""กรุณาตอบกลับ"";","""敬請回覆"";",,"""お返事お願いします"";","""Thư Phúc đáp"";","""参加活动"";"
67,Flabuless/Layouts/Common UI/Events.strings,"""K3b-B1-LXA.normalTitle""","""Edit"";","""संपादित करें"";","""Sunting"";","""수정"";","""แก้ไข"";","""編輯"";",,"""編集"";","""Chỉnh sửa"";","""编辑"";"
68,Flabuless/Layouts/Common UI/Events.strings,"""uaT-sm-0Ik.normalTitle""","""SELECT FREQUENCY"";","""सिलेक्ट फ़्रीक्वेन्सी"";","""FREKUENSI PILIH"";","""주파수 선택"";","""เลือก FREQUENCY"";","""選擇頻率"";",,"""周波数の選択"";","""CHỌN TẦN SỐ"";","""选择频率"";"
69,Flabuless/Layouts/Common UI/Events.strings,"""9Mf-6j-xeB.placeholder""","""Event Title"";","""इवेंट शीर्षक "";","""Judul Event"";","""이벤트 제목"";","""ชื่อเหตุการณ์"";","""活動標題"";",,"""イベントのタイトル"";","""Tên Sự kiện"";","""活动标题"";"
70,Flabuless/Layouts/Common UI/Events.strings,"""5id-z5-yoB.normalTitle""","""Add"";","""जोड़ें "";","""Tambah"";","""추가"";","""เพิ่ม"";","""新增"";",,"""追加"";","""Thêm"";","""上传"";"
71,Flabuless/Layouts/Common UI/Events.strings,"""uIg-1Q-ktq.placeholder""","""Search"";","""खोज"";","""Search"";","""수색"";","""ค้นหา"";","""搜索"";",,"""Search"";","""Tìm kiếm"";","""搜索"";"
72,Flabuless/Layouts/Common UI/Events.strings,"""vqo-b5-5Hi.normalTitle""","""FUTURE EVENT"";","""भविष्य के इवेंट "";","""EVENT MENDATANG"";","""향후 이벤트"";","""เหตุการณ์ในอนาคต"";","""未來"";",,"""来月以降のイベント"";","""SỰ KIỆN TRONG TƯƠNG LAI"";","""未來"";"
73,Flabuless/Layouts/Common UI/Events.strings,"""sIH-Fx-OdX.normalTitle""","""OK"";","""OK"";","""OKE"";","""알겠습니다"";","""ตกลง"";","""確定"";",,"""OK"";","""OK"";","""好"";"
74,Flabuless/Layouts/Common UI/Events.strings,"""Ipr-7k-2UP.text""","""63536541"";","""63536541"";","""63536541"";","""63536541"";","""63536541"";","""63536541"";",,"""63536541"";","""63536541"";","""63536541"";"
75,Flabuless/Layouts/Common UI/Events.strings,"""Pfo-bq-N5R.placeholder""","""Add Location"";","""लोकेशन जोड़ें"";","""Tambah Lokasi"";","""위치 추가"";","""เพิ่มตำแหน่งที่ตั้ง"";","""新增位置"";",,"""場所を追加"";","""Thêm Địa điểm"";","""添加位置"";"
76,Flabuless/Layouts/Common UI/Events.strings,"""XPU-VB-ewX.text""","""Ends:"";","""समाप्त:"";","""Berakhir:"";","""Ends:"";","""สิ้นสุด:"";","""結束:"";",,"""終了："";","""Kết thúc:"";","""结束:"";"
77,Flabuless/Layouts/Common UI/Events.strings,"""zlu-wp-DYe.text""","""5 Points Awarded"";","""5 पॉइन्ट अवार्डेड "";","""5 Poin Diberikan"";","""5포인트 보상"";","""ได้รางวัล 5 คะแนน"";","""獲得 5 分"";",,"""5ポイント獲得"";","""Được Thưởng 5 Điểm"";","""奖励了 5 积分"";"
78,Flabuless/Layouts/Common UI/Events.strings,"""gPq-3d-O6G.normalTitle""","""Please Select "";","""कृपया चुनें "";","""Silakan Pilih"";","""선택해 주세요"";","""โปรดเลือก"";","""請選擇"";",,"""選んでください"";","""Vui lòng Chọn"";","""请选择"";"
79,Flabuless/Layouts/Common UI/Events.strings,"""Sbq-86-zgd.text""","""RECURRENCE VALUE"";","""पुनरावृत्ति मूल्य"";","""Nilai pengulangan"";","""반복 값"";","""पुनरावृत्ति मूल्य"";","""復發價值"";",,"""再帰値"";","""Giá trị tái phát"";","""复发价值"";"
80,Flabuless/Layouts/Common UI/Events.strings,"""UUT-cC-7kP.placeholder""","""HH/MM"";","""HH/MM"";","""HH/MM"";","""HH/MM"";","""HH/MM"";","""HH/MM"";",,"""HH/MM"";","""HH/MM"";","""HH/MM"";"
81,Flabuless/Layouts/Common UI/Events.strings,"""F6d-FB-6n9.placeholder""","""0 Pts"";","""0 Pts"";","""0 Pts"";","""0 Pts"";","""0 Pts"";","""0 Pts"";",,"""0 Pts"";","""0 Pts"";","""0 Pts"";"
82,Flabuless/Layouts/Common UI/Events.strings,"""CBl-Nl-a3A.text""","""CHECK IN"";","""चेक इन करें "";","""CHECK IN"";","""체크인"";","""เช็กอิน"";","""簽到"";",,"""チェックイン"";","""THAM GIA SỰ KIỆN"";","""签到"";"
83,Flabuless/Layouts/Common UI/Events.strings,"""6Zg-5n-A9M.normalTitle""","""EDIT"";","""संपादित करें"";","""Sunting"";","""수정"";","""แก้ไข"";","""編輯"";",,"""編集"";","""Chỉnh sửa"";","""编辑"";"
84,Flabuless/Layouts/Common UI/Events.strings,"""XYc-0I-Anw.normalTitle""","""Create Event"";","""आयोजन व्यवस्थित करें"";","""Buat Acara"";","""이벤트 생성"";","""สร้างเหตุการณ์"";","""建立活動"";",,"""イベントの作成"";","""Tạo Sự kiện"";","""创建活动"";"
85,Flabuless/Layouts/Common UI/Events.strings,"""oEa-AD-bIZ.placeholder""","""Add Location"";","""लोकेशन जोड़ें"";","""Tambah Lokasi""","""위치 추가"";","""เพิ่มตำแหน่งที่ตั้ง"";","""新增位置"";",,"""場所を追加"";","""Thêm Địa điểm"";","""添加位置"";"
86,Flabuless/Layouts/Common UI/Events.strings,"""79P-HC-cWh.text""","""Point Of Contact"";","""संपर्क स्थल "";","""Poin Kontak"";","""문의"";","""บุคคลที่ติดต่อได้"";","""聯絡窗口"";",,"""電話番号"";","""Bộ phận Liên hệ"";","""联络点"";"
87,Flabuless/Layouts/Common UI/Events.strings,"""ywz-QU-FhR.text""","""EVENTS"";","""आयोजन"";","""ACARA"";","""사건"";","""เหตุการณ์"";","""活動"";",,"""イベント"";","""SỰ KIỆN"";","""活动"";"
88,Flabuless/Layouts/Common UI/Events.strings,"""GIQ-lH-NVu.placeholder""","""Point Reward"";","""अंक पुरुस्कार "";","""Reward Poin"";","""포인트 보상"";","""รางวัลคะแนน"";","""獎勵積分"";",,"""ポイント報酬"";","""Thưởng Điểm "";","""分数奖励"";"
89,Flabuless/Layouts/Common UI/Events.strings,"""jjd-2f-ubK.normalTitle""","""Button"";","""Button"";","""Button"";","""Button"";","""Button"";","""Button"";",,"""Button"";","""Button"";","""Button"";"
90,Flabuless/Layouts/Common UI/Events.strings,"""Lqd-DA-aNv.placeholder""","""YYYY/MM/DD"";","""YYYY/MM/DD"";","""YYYY/MM/DD"";","""YYYY/MM/DD"";","""YYYY/MM/DD"";","""YYYY/MM/DD"";",,"""YYYY/MM/DD"";","""YYYY/MM/DD"";","""YYYY/MM/DD"";"
91,Flabuless/Layouts/Common UI/Events.strings,"""5yX-km-dGW.text""","""Detail"";","""विस्तृत "";","""Rincian"";","""상세 정보"";","""รายละเอียด"";","""詳細資訊"";",,"""詳細"";","""Ảnh Gốc"";","""详细信息"";"
92,Flabuless/Layouts/Common UI/Events.strings,"""QTK-I3-DJ3.text""","""Title"";","""शीर्षक"";","""Judul"";","""Title"";","""Title"";","""標題"";",,"""タイトル"";","""Tiêu đề"";","""标题"";"
93,Flabuless/Layouts/Common UI/Events.strings,"""dnF-Z4-Px2.placeholder""","""Event Title"";","""इवेंट शीर्षक "";","""Judul Event"";","""이벤트 제목"";","""ชื่อเหตุการณ์"";","""活動標題"";",,"""イベントのタイトル"";","""Tên Sự kiện"";","""活动标题"";"
94,Flabuless/Layouts/Common UI/Events.strings,"""kQB-H4-8h5.text""","""RSVP SUCCESSFUL."";","""उत्तराकांक्षी सक्सेसफुल "";","""RSVP BERHASIL"";","""회신 성공."";","""ตอบกลับสำเร็จ"";","""回覆成功。"";",,"""成功したRSVP。"";","""GỬI THƯ PHÚC ĐÁP THÀNH CÔNG."";","""回复成功"";"
95,Flabuless/Layouts/Common UI/Events.strings,"""y2g-4g-3zH.normalTitle""","""SELECT CATEGORY"";","""श्रेणी चुनें "";","""Pilih Kategori"";","""카테고리 선택"";","""เลือกหมวดหมู่"";","""選擇類別"";",,"""カテゴリを選んでください"";","""Chọn Thể loại"";","""选择类别"";"
96,Flabuless/Layouts/Common UI/Events.strings,"""Ryx-a1-cRT.text""","""9th Feb 2015 06:40 PM"";","""9th Feb 2015 06:40 PM"";","""9th Feb 2015 06:40 PM"";","""9th Feb 2015 06:40 PM"";","""9th Feb 2015 06:40 PM"";","""9th Feb 2015 06:40 PM"";",,"""9th Feb 2015 06:40 PM"";","""9th Feb 2015 06:40 PM"";","""9th Feb 2015 06:40 PM"";"
97,Flabuless/Layouts/Common UI/Events.strings,"""DgD-pZ-blR.text""","""Event Date & Time"";","""आयोजन की समय और तारीख "";","""Tanggal & Waktu Event"";","""이벤트 날짜 및 시각"";","""วันที่และเวลาของเหตุการณ์"";","""活動日期和時間"";",,"""イベントの日付と時刻"";","""Ngày tháng & Thời gian Sự kiện"";","""活动日期和时间"";"
98,Flabuless/Layouts/Common UI/Events.strings,"""OCn-1R-pGO.placeholder""","""Point Reward"";","""अंक पुरुस्कार "";","""Reward Poin"";","""포인트 보상"";","""รางวัลคะแนน"";","""獎勵積分"";",,"""ポイント報酬"";","""Thưởng Điểm "";","""分数奖励"";"
99,Flabuless/Layouts/Common UI/Events.strings,"""Hxk-SW-kkP.placeholder""","""Event Description"";","""इवेंट का विवरण "";","""Deskripsi Event"";","""이벤트 설명"";","""คำอธิบายเหตุการณ์"";","""活動說明"";",,"""イベントの説明"";","""Mô tả Sự kiện"";","""活动描述"";"
100,Flabuless/Layouts/Common UI/Events.strings,"""DI3-n8-2fh.text""","""OTHER DETAILS(Optional)"";","""अन्य विवरण(वैकल्पिक)"";","""RINCIAN LAINNYA(Opsional)"";","""기타 상세 정보(선택)"";","""รายละเอียดอื่น ๆ (ไม่จำเป็น)"";","""其他詳情（選擇性）"";",,"""その他の詳細（オプション）"";","""THÔNG TIN CHI TIẾT KHÁC (Tùy chọn)"";","""其他详细信息（可选）"";"
101,Flabuless/Layouts/Common UI/Events.strings,"""uPt-4N-yZn.normalTitle""","""THIS MONTH"";","""इस माह "";","""BULAN INI"";","""이번 달"";","""เดือนนี้"";","""本月"";",,"""今月"";","""THÁNG NÀY"";","""本月"";"
102,Flabuless/Layouts/Common UI/Events.strings,"""DJY-oi-Phv.text""","""RSVP Deadline"";","""उत्तराकांक्षी की समयसीमा "";","""Tenggat RSVP"";","""회신 마감일"";","""กำหนดเวลาในการตอบรับ"";","""RSVP 截止日期"";",,"""RSVP締め切り"";","""Hạn chót Gửi thư Phúc đáp"";","""回复截止时间"";"
103,Flabuless/Layouts/Common UI/Events.strings,"""yIv-mU-7Fq.normalTitle""","""SELECT CATEGORY"";","""श्रेणी चुनें "";","""Pilih Kategori"";","""카테고리 선택"";","""เลือกหมวดหมู่"";","""選擇類別"";",,"""カテゴリを選んでください"";","""Chọn Thể loại"";","""选择类别"";"
104,Flabuless/Layouts/Common UI/Events.strings,"""yeH-Hj-WA7.text""","""EDIT EVENT"";","""इवेंट एडिट करें "";","""Sunting Event"";","""이벤트 편집"";","""แก้ไขเหตุการณ์"";","""編輯活動"";",,"""イベントの編集"";","""Chỉnh sửa Sự kiện"";","""编辑活动"";"
105,Flabuless/Layouts/Common UI/Events.strings,"""vkS-1v-qjj.text""","""EVENT"";","""EVENT"";","""EVENT"";","""EVENT"";","""เหตุการณ์"";","""事件"";",,"""EVENT"";","""EVENT"";","""事件"";"
106,Flabuless/Layouts/Common UI/Events.strings,"""ra1-it-ZOE.text""","""0"";","""0"";","""0"";","""0"";","""0"";","""0"";",,"""0"";","""0"";","""0"";"
107,Flabuless/Layouts/Common UI/Events.strings,"""fBj-k5-FMh.text""","""Phone"";","""फ़ोन"";","""Telepon"";","""전화번호"";","""โทรศัพท์"";","""電話"";",,"""電話"";","""Điện thoại"";","""电话"";"
108,Flabuless/Layouts/Common UI/Events.strings,"""JPs-da-JWj.text""","""Thumbnail"";","""संक्षिप्त"";","""Gambar Mini"";","""섬네일"";","""รูปขนาดย่อ"";","""縮圖"";",,"""サムネイル"";","""Ảnh Đại diện Thu nhỏ"";","""缩略图"";"
109,Flabuless/Layouts/Common UI/Events.strings,"""FRG-3b-q7u.text""","""Event Date & Time"";","""आयोजन की समय और तारीख "";","""Tanggal & Waktu Event"";","""이벤트 날짜 및 시각"";","""วันที่และเวลาของเหตุการณ์"";","""活動日期和時間"";",,"""イベントの日付と時刻"";","""Ngày tháng & Thời gian Sự kiện"";","""活动日期和时间"";"
110,Flabuless/Layouts/Common UI/Events.strings,"""iKn-ie-wVw.selectedTitle""","""Checked In"";","""चेक्ड इन "";","""Checked In"";","""체크인됨"";","""เช็กอินแล้ว"";","""已報到"";",,"""チェックイン済"";","""Đã Xác nhận Có mặt"";","""已签到"";"
111,Flabuless/Layouts/Common UI/Events.strings,"""S66-Ny-26C.text""","""EVENTS"";","""आयोजन"";","""ACARA"";","""사건"";","""เหตุการณ์"";","""事件"";",,"""イベント"";","""SỰ KIỆN"";","""事件"";"
112,Flabuless/Layouts/Common UI/Events.strings,"""k4r-Yr-Wf2.text""","""RECURRENCE VALUE"";","""पुनरावृत्ति मूल्य"";","""Nilai pengulangan"";","""반복 값"";","""पुनरावृत्ति मूल्य"";","""復發價值"";",,"""再帰値"";","""Giá trị tái phát"";","""复发价值"";"
113,Flabuless/Layouts/Common UI/Events.strings,"""3A4-sk-5St.normalTitle""","""None"";","""कोई नहीं"";","""Nihil"";","""없음"";","""ไม่มี"";","""無"";",,"""なし"";","""Trống"";","""无"";"
114,Flabuless/Layouts/Common UI/Events.strings,"""3k2-QA-vLy.text""","""Start Date and time"";","""शुरू होने की तारीख और समय "";","""Waktu dan Tanggal Mulai"";","""시작 날짜 및 시각"";","""วันที่และเวลาเริ่มต้น"";","""開始日期和時間"";",,"""開始日時"";","""Ngày và thời gian Bắt đầu"";","""开始日期和时间"";"
115,Flabuless/Layouts/Common UI/Events.strings,"""C93-Tj-WhY.text""","""OTHER DETAILS (Optional)"";","""अन्य विवरण (वैकल्पिक)"";","""RINCIAN LAINNYA (Opsional)"";","""기타 세부 사항 (선택 사항)"";","""รายละเอียดอื่น ๆ (ไม่บังคับ)"";","""其他細節（可選）"";",,"""その他の詳細（オプション）"";","""CHI TIẾT KHÁC (Tùy chọn)"";","""其他细节（可选）"";"
116,Flabuless/Layouts/Common UI/Events.strings,"""jgo-mE-hq1.normalTitle""","""Create Event"";","""आयोजन व्यवस्थित करें"";","""Buat Acara"";","""이벤트 생성"";","""สร้างเหตุการณ์"";","""建立活動"";",,"""イベントの作成"";","""Tạo Sự kiện"";","""创建活动"";"
117,Flabuless/Layouts/Common UI/Events.strings,"""SR5-WW-1lr.text""","""EVENT"";","""EVENT"";","""ACARA"";","""사건"";","""เหตุการณ์"";","""事件"";",,"""イベント"";","""SỰ KIỆN"";","""事件"";"
118,Flabuless/Layouts/Common UI/Events.strings,"""57S-re-j9B.text""","""Add Photo"";","""फोटो लगाएं "";","""Tambah Foto"";","""사진 바꾸기"";","""เพิ่มรูปภาพ"";","""新增相片"";",,"""写真を追加"";","""Thêm Ảnh"";","""上传图片"";"
119,Flabuless/Layouts/Common UI/Events.strings,"""0SE-jL-RTr.normalTitle""","""Please Select "";","""कृपया चुनें "";","""Silakan Pilih"";","""선택해 주세요"";","""โปรดเลือก"";","""請選擇"";",,"""選んでください"";","""Vui lòng Chọn"";","""请选择"";"
120,Flabuless/Layouts/Common UI/Events.strings,"""E3s-ef-TUv.text""","""POINT REWARD"";","""अंक पुरुस्कार "";","""Reward Poin"";","""포인트 보상"";","""รางวัลคะแนน"";","""獎勵積分"";",,"""ポイント報酬"";","""Thưởng Điểm "";","""分数奖励"";"
121,Flabuless/Layouts/Common UI/Events.strings,"""ylA-9q-GRU.text""","""Event Details"";","""आयोजन का विवरण"";","""Rincian Acara"";","""이벤트 상세 정보"";","""รายละเอียดเหตุการณ์"";","""活動詳情"";",,"""イベントの詳細"";","""Thông tin Chi tiết về Sự kiện"";","""活动详细信息"";"
122,Flabuless/Layouts/Common UI/Events.strings,"""PRc-FM-VDh.text""","""date value"";","""डेट वैल्यू "";","""nilai tanggal"";","""날짜 값"";","""ค่าวันที่"";","""日期值"";",,"""日付値"";","""giá trị ngày tháng"";","""日期值"";"
123,Flabuless/Layouts/Common UI/Events.strings,"""4lH-6r-sAz.placeholder""","""Recurrence value"";","""पुनरावृत्ति मूल्य"";","""Nilai pengulangan"";","""반복 값"";","""पुनरावृत्ति मूल्य"";","""復發價值"";",,"""繰り返し値"";","""Giá trị tái phát"";","""复发价值"";"
124,Flabuless/Layouts/Common UI/Events.strings,"""Rdp-l1-oDT.text""","""Create Event"";","""आयोजन व्यवस्थित करें"";","""Buat Acara"";","""이벤트 생성"";","""สร้างเหตุการณ์"";","""建立活動"";",,"""イベントの作成"";","""Tạo Sự kiện"";","""创建活动"";"
125,Flabuless/Layouts/Common UI/Events.strings,"""jtt-hW-Ghc.text""","""Who to Contact for the Event"";","""आयोजन के लिए किससे संपर्क करें"";","""Nomor Kontak untuk Acara"";","""이벤트 문의 담당자"";","""บุคคลที่ติดต่อได้สำหรับเหตุการณ์นี้"";","""活動聯繫人"";",,"""お問合せ先"";","""Để Tham gia Sự kiện cần Liên hệ với Ai "";","""活动联系人"";"
126,Flabuless/Layouts/Common UI/Events.strings,"""nZb-xh-0RL.text""","""Borys90521@gmail.com"";","""Borys90521@gmail.com"";","""Borys90521@gmail.com"";","""Borys90521@gmail.com"";","""Borys90521@gmail.com"";","""Borys90521@gmail.com"";",,"""Borys90521@gmail.com"";","""Borys90521@gmail.com"";","""Borys90521@gmail.com"";"
127,Flabuless/Layouts/Common UI/Events.strings,"""r3e-ja-eGi.normalTitle""","""THIS MONTH"";","""इस माह "";","""BULAN INI"";","""이번 달"";","""เดือนนี้"";","""本月"";",,"""今月"";","""THÁNG NÀY"";","""本月"";"
128,Flabuless/Layouts/Common UI/Events.strings,"""kao-UO-TaB.placeholder""","""Event Description"";","""इवेंट का विवरण "";","""Deskripsi Event"";","""이벤트 설명"";","""คำอธิบายเหตุการณ์"";","""活動說明"";",,"""イベントの説明"";","""Mô tả Sự kiện"";","""活动描述"";"
129,Flabuless/Layouts/Common UI/Events.strings,"""7Rq-rY-GSZ.text""","""Point Of Contact Address"";","""संपर्क स्थल का पता "";","""Poin Alamat Kontak"";","""문의 주소"";","""ที่อยู่ของบุคคลที่ติดต่อได้"";","""聯繫人地址"";",,"""担当者名"";","""Địa chỉ Bộ phận Liên hệ"";","""联系人地址"";"
130,Flabuless/Layouts/Common UI/Events.strings,"""5lx-0g-QRc.text""","""Edit Frequency and Recurrence Value"";","""आवृत्ति और पुनरावृत्ति मूल्य एडिट करें"";","""Sunting Nilai Frekuensi dan Pengulangan"";","""빈도 및 반복 값 편집"";","""แก้ไขค่าความถี่และการเกิดขึ้นซ้ำ"";","""編輯頻率和反覆值"";",,"""頻度と繰り返し値の編集"";","""Thay đổi Giá trị Tần suất và Thời gian Lặp lại   "";","""编辑频率和重复值"";"
131,Flabuless/Layouts/Common UI/Events.strings,"""zrq-Yy-kp0.normalTitle""","""OK"";","""OK"";","""OKE"";","""알겠습니다"";","""ตกลง"";","""確定"";",,"""OK"";","""OK"";","""好"";"
132,Flabuless/Layouts/Common UI/Events.strings,"""eYs-kH-BzY.text""","""Email"";","""ईमेल"";","""Email"";","""이메일"";","""อีเมล"";","""電子郵件"";",,"""Eメール"";","""Email"";","""电子邮件"";"
133,Flabuless/Layouts/Common UI/Events.strings,"""AXd-cd-xAO.text""","""No Future Events"";",""" भविष्य में कोई आयोजन नहीं"";","""Tidak Ada Acara Mendatang"";","""향후 이벤트 없음"";","""ไม่มีเหตุการณ์ในอนาคต"";","""沒有未來的活動"";",,"""未来のイベントはありません"";","""Không có Sự kiện nào Trong Tương lai"";","""没有未来的活动"";"
134,Flabuless/Layouts/Common UI/Events.strings,"""YMV-KB-ynF.text""","""0"";","""0"";","""0"";","""0"";","""0"";","""0"";",,"""0"";","""0"";","""0"";"
135,Flabuless/Layouts/Common UI/Events.strings,"""nOz-tk-efc.text""","""Points gained from event"";","""आयोजन से प्राप्त प्वाइंट "";","""Poin dihasilkan dari acara"";","""이벤트에서 받은 포인트"";","""คะแนนที่ได้จากเหตุการณ์"";","""可獲得積分"";",,"""イベント参加による付与ポイント"";","""Số điểm nhận được nhờ tham gia sự kiện"";","""可获得积分"";"
136,Flabuless/Layouts/Common UI/Events.strings,"""Qhd-si-r3c.text""","""End Date and time"";","""End Date and time"";","""Tanggal dan waktu selesai"";","""종료 날짜 및 시각"";","""วันที่และเวลาสิ้นสุด"";","""結束日期和時間"";",,"""終了日時"";","""Ngày và thời gian Kết thúc"";","""结束日期和时间"";"
137,Flabuless/Layouts/Common UI/Events.strings,"""mcT-VR-VII.placeholder""","""Password"";","""पासवर्ड "";","""Sandi"";","""비밀번호"";","""รหัสผ่าน"";","""密碼"";",,"""パスワード"";","""Mật khẩu"";","""密码"";"
138,Flabuless/Layouts/Common UI/Events.strings,"""jVj-15-GUL.text""","""Start:"";","""शुरू:"";","""Mulai:"";","""시작:"";","""เริ่มต้น:"";","""開始:"";",,"""開始："";","""Bắt đầu:"";","""开始:"";"
139,Flabuless/Layouts/Common UI/Events.strings,"""4u8-CU-Lgl.text""","""CREATE EVENT"";","""आयोजन व्यवस्थित करें"";","""Buat Acara"";","""이벤트 생성"";","""สร้างเหตุการณ์"";","""建立活動"";",,"""イベントの作成"";","""Tạo Sự kiện"";","""创建活动"";"
140,Flabuless/Layouts/Common UI/Events.strings,"""5xU-aw-Xy2.text""","""Detail"";","""विस्तृत "";","""Rincian"";","""상세 정보"";","""รายละเอียด"";","""詳細資訊"";",,"""詳細"";","""Ảnh Gốc"";","""详细信息"";"
141,Flabuless/Layouts/Common UI/Events.strings,"""Zib-lr-g8d.text""","""Point Of Contact Phone"";","""प्वाइंट ऑफ कॉन्टेक्ट संपर्क फोन"";","""Poin Kontak Telepon"";","""문의 전화"";","""โทรศัพท์ของบุคคลที่ติดต่อได้"";","""聯繫人電話"";",,"""担当者携帯番号"";","""Số điện thoại Bộ phận Liên hệ"";","""联系人电话"";"
142,Flabuless/Layouts/Common UI/Events.strings,"""176-I4-dWA.text""","""Recurrence"";","""पुनरावृत्ति "";","""Recurrence"";","""반복"";","""การเกิดขึ้นซ้ำ"";","""反覆"";",,"""再発"";","""Thời gian Lặp lại"";","""重复"";"
143,Flabuless/Layouts/Common UI/Events.strings,"""zrY-J6-SG2.normalTitle""","""OK"";","""OK"";","""OKE"";","""알겠습니다"";","""ตกลง"";","""確定"";",,"""OK"";","""OK"";","""好"";"
144,Flabuless/Layouts/Common UI/Events.strings,"""QrC-7s-PZn.text""","""RSVP"";","""उत्तराकांक्षी"";","""RSVP"";","""회신바람"";","""กรุณาตอบกลับ"";","""敬請回覆"";",,"""お返事お願いします"";","""Thư Phúc đáp"";","""参加活动"";"
145,Flabuless/Layouts/Common UI/Events.strings,"""Ez1-Jo-mYL.normalTitle""","""OK"";","""OK"";","""OKE"";","""OK"";","""ตกลง"";","""確定"";",,"""OK"";","""OK"";","""好"";"
146,Flabuless/Layouts/Common UI/Events.strings,"""2ew-bu-LEI.text""","""Edit Event"";","""इवेंट एडिट करें "";","""Sunting Event"";","""이벤트 편집"";","""แก้ไขเหตุการณ์"";","""編輯活動"";",,"""イベントの編集"";","""Chỉnh sửa Sự kiện"";","""编辑活动"";"
147,Flabuless/Layouts/Common UI/Events.strings,"""g8n-2J-EvU.placeholder""","""HH/MM"";","""HH/MM"";","""HH/MM"";","""HH/MM"";","""HH/MM"";","""HH/MM"";",,"""HH/MM"";","""HH/MM"";","""HH/MM"";"
148,Flabuless/Layouts/Common UI/Events.strings,"""xXb-G1-aEN.normalTitle""","""Next"";","""अगला "";","""Selanjutnya"";","""다음"";","""ถัดไป"";","""下一個"";",,"""次"";","""Tiếp theo"";","""下一个"";"
149,Flabuless/Layouts/Common UI/Events.strings,"""8qJ-mM-ndf.placeholder""","""Password"";","""पासवर्ड "";","""Sandi"";","""비밀번호"";","""รหัสผ่าน"";","""密碼"";",,"""パスワード"";","""Mật khẩu"";","""密码"";"
